store_ID,date,predicted_sales
33,2013-05-17,9103
818,2014-01-08,6640
395,2014-01-16,3317
584,2013-08-07,3851
1010,2013-03-15,7382
1005,2014-03-07,7174
876,2015-01-20,7437
568,2013-07-19,4987
567,2014-06-16,8081
1048,2014-09-01,9771
336,2015-05-20,15067
972,2014-04-10,2942
1031,2014-10-27,3729
565,2013-05-07,5596
814,2014-12-04,11260
20,2013-02-26,6002
816,2015-01-17,4499
705,2014-09-22,6448
945,2013-01-23,4281
563,2014-01-20,7240
990,2014-06-06,6985
758,2014-09-12,4305
60,2014-02-06,8821
431,2013-07-03,9917
1016,2013-11-05,6644
907,2013-12-17,10725
583,2015-02-24,3357
280,2014-06-07,5871
320,2014-07-14,18298
958,2013-04-25,4605
378,2014-02-15,6558
713,2013-04-24,11458
882,2013-11-26,5957
316,2015-01-06,11482
623,2014-10-06,10694
126,2015-06-17,7239
562,2013-08-08,15978
67,2014-12-09,7602
528,2013-03-15,8683
773,2014-07-16,6366
695,2014-12-02,7755
1098,2013-11-12,4673
312,2014-10-08,5453
491,2014-01-25,5506
464,2014-06-11,9091
181,2015-05-11,5286
585,2014-05-03,5505
40,2013-11-05,6053
1090,2014-05-07,7922
790,2013-07-05,8459
756,2014-10-15,13466
258,2013-07-22,4685
664,2014-02-18,6091
346,2014-07-24,5504
56,2014-11-18,5735
216,2013-02-13,5925
93,2014-10-14,4881
478,2014-01-02,6236
859,2015-02-10,5959
538,2014-07-16,4814
790,2013-01-08,8210
222,2013-12-03,7150
1106,2014-04-17,6991
891,2014-03-14,7241
462,2014-11-15,2626
605,2013-01-09,6052
402,2015-06-01,8290
621,2014-11-18,5557
230,2015-07-20,6845
440,2014-01-15,4189
958,2014-05-07,4857
1081,2015-01-11,4304
7,2013-07-22,8427
856,2015-02-26,5587
627,2015-03-24,4885
444,2014-11-15,15025
774,2013-07-19,6014
304,2014-05-10,6669
420,2014-04-19,4622
69,2015-05-09,8967
985,2015-06-27,7532
628,2014-03-14,5341
438,2015-03-09,4335
740,2014-12-31,4070
724,2014-01-30,5816
1041,2015-05-11,5281
185,2013-05-21,5195
623,2013-03-12,5097
461,2014-07-08,4035
945,2013-05-08,4501
928,2014-05-23,8189
97,2015-07-17,6911
517,2014-11-18,5049
1017,2013-12-10,8342
237,2015-02-17,4922
404,2015-06-29,7328
851,2014-02-21,5815
684,2015-06-22,5998
357,2015-05-27,6747
696,2014-04-16,9883
1050,2014-12-02,8847
361,2014-10-20,7716
935,2014-09-10,4530
991,2014-05-31,5438
34,2015-06-08,7593
6,2014-09-24,4033
526,2013-11-21,12022
18,2014-07-21,5472
987,2015-03-04,7683
534,2014-04-24,4741
241,2013-05-11,6488
949,2014-12-29,5217
857,2014-01-15,6045
497,2015-04-25,8064
575,2013-09-09,8606
415,2014-04-25,5132
46,2013-08-20,4086
437,2014-02-21,7539
11,2013-09-26,8017
1059,2015-04-11,8285
897,2013-03-28,5411
877,2013-10-05,5861
560,2013-10-18,9869
1030,2015-07-13,4621
10,2014-01-31,5648
668,2013-06-06,9065
80,2014-02-17,9878
331,2014-02-17,9398
272,2013-10-22,6494
565,2015-04-23,5155
566,2013-08-29,5350
654,2015-02-06,7225
189,2014-08-28,7214
940,2015-05-05,8756
604,2013-11-15,6306
545,2013-12-12,9327
1032,2014-03-08,5576
142,2014-03-12,4114
308,2015-02-04,10272
27,2013-04-25,9430
901,2014-06-20,7731
496,2014-04-15,9294
334,2014-07-10,4483
491,2015-04-25,5620
493,2013-10-09,8111
382,2014-02-03,11616
509,2013-07-26,4782
395,2013-12-31,2793
859,2014-05-03,7435
90,2014-09-12,7055
442,2015-02-27,3919
718,2014-05-10,7117
516,2015-05-22,6694
697,2015-06-20,9076
1009,2015-02-19,4706
1079,2014-02-28,7598
1088,2014-12-11,4812
22,2015-03-25,3613
733,2014-11-27,16151
142,2014-06-28,3789
471,2014-03-08,6186
600,2013-04-20,5815
856,2014-09-20,6094
138,2014-05-10,3521
632,2014-10-15,5656
669,2014-01-27,2792
375,2014-02-08,3965
767,2013-12-12,6064
950,2013-07-12,4981
898,2013-02-09,1862
325,2014-09-24,4896
981,2015-06-20,5849
772,2013-09-27,3306
649,2013-04-30,5337
1012,2014-05-24,5479
492,2015-07-23,7653
543,2014-04-05,1329
171,2015-04-24,6693
701,2014-05-03,5670
882,2013-02-08,8329
154,2014-04-07,7008
753,2013-06-04,10035
1030,2013-11-09,1413
537,2015-07-16,5959
153,2015-06-16,9201
1056,2015-04-08,3194
1022,2013-03-27,8683
291,2014-03-13,6170
501,2013-10-30,5435
358,2014-02-21,10790
403,2014-05-24,5499
465,2013-08-01,7935
978,2013-04-05,6907
967,2014-08-06,8901
675,2014-08-08,4081
1099,2014-11-10,9628
848,2015-07-11,5408
814,2013-12-30,11358
676,2013-09-15,9829
788,2015-04-21,15739
714,2015-02-23,3224
308,2014-05-05,13749
227,2015-04-16,7023
532,2014-11-19,9532
342,2014-03-13,7817
875,2014-05-20,5495
1098,2014-07-10,4501
809,2014-08-07,9901
1086,2014-11-22,4678
1106,2013-01-02,4782
258,2015-07-02,6033
362,2013-08-03,8147
699,2014-01-29,7090
679,2015-04-16,11081
331,2013-07-27,4913
198,2014-01-18,998
448,2013-10-08,9721
801,2015-01-22,3535
618,2014-07-11,5483
180,2014-04-22,5943
980,2015-01-28,6940
330,2014-09-26,3038
494,2015-02-15,8256
143,2013-11-06,6713
1054,2014-10-25,2992
601,2014-04-30,6143
497,2015-04-15,10371
963,2014-05-31,4786
470,2015-07-14,14925
363,2014-04-11,6407
725,2013-02-04,7158
355,2013-11-15,8218
77,2014-04-19,7811
691,2014-09-03,8076
719,2015-01-30,6231
1115,2014-01-21,6103
307,2015-07-11,1479
28,2014-10-01,6729
5,2015-06-16,6158
948,2014-09-22,7106
1005,2015-07-15,6809
1056,2013-11-15,3164
486,2014-02-15,2868
1003,2013-03-07,8731
1041,2013-11-29,6729
1021,2013-11-04,11406
690,2013-10-11,6411
168,2015-04-22,6257
1075,2014-04-07,10786
86,2013-11-26,4148
327,2015-03-14,6710
951,2014-08-20,7942
189,2013-02-06,9498
126,2015-01-10,4528
344,2015-06-18,9770
672,2013-09-02,8963
249,2014-02-05,5603
544,2013-06-19,15010
976,2013-08-28,7440
203,2014-02-25,5333
99,2015-01-03,4789
993,2013-09-12,7973
862,2013-04-02,9663
827,2013-02-25,9028
700,2013-12-23,9939
728,2014-09-15,6048
493,2015-06-22,6462
180,2013-07-13,6375
895,2013-06-29,8986
942,2013-09-20,4296
994,2013-01-31,3600
458,2015-01-10,7090
864,2014-12-27,2925
548,2015-05-08,5522
515,2013-11-28,8205
561,2014-08-01,7920
208,2014-07-14,4028
917,2014-05-26,5518
674,2014-09-19,9491
279,2015-01-27,9755
1011,2013-04-16,6069
96,2015-05-29,5513
470,2013-01-12,13741
699,2013-05-17,9315
245,2013-03-11,7217
787,2015-07-01,11974
278,2013-08-07,6808
896,2014-12-18,10555
883,2013-05-28,5714
456,2013-03-08,7236
1032,2013-12-23,18316
1071,2014-05-16,5525
782,2014-02-25,4038
245,2013-10-23,8868
772,2014-10-09,3939
450,2014-05-16,7920
646,2015-05-30,5839
772,2014-08-29,3682
1000,2013-02-02,7204
284,2013-09-21,4242
961,2014-06-11,5364
454,2014-02-13,5020
496,2015-03-11,6115
663,2013-11-09,4639
1004,2013-01-11,5319
747,2014-12-16,12072
1009,2015-04-16,5371
437,2014-09-22,4880
459,2013-06-24,7647
17,2015-07-24,4807
710,2013-03-18,4825
1108,2015-06-04,6428
840,2014-09-01,11488
167,2014-01-18,6382
319,2013-05-17,8263
948,2013-12-10,7828
445,2013-12-07,13400
915,2015-03-10,4029
563,2014-07-21,4612
182,2015-04-11,4672
621,2013-06-13,4818
162,2013-05-10,6786
700,2013-02-14,3284
782,2014-11-28,7275
423,2015-01-14,10584
456,2014-05-31,6395
49,2014-04-14,10495
685,2015-07-28,8520
361,2014-12-15,11031
945,2015-06-20,3060
16,2014-05-14,6701
234,2013-06-06,11139
352,2013-05-04,6324
843,2014-08-30,9700
916,2013-12-11,5786
634,2014-10-04,4813
973,2013-09-18,4838
150,2013-08-27,8784
114,2013-07-11,4433
662,2015-05-05,10068
633,2014-01-10,7808
1,2014-05-20,5111
832,2015-05-26,5230
134,2015-01-21,4109
173,2014-07-14,11178
1109,2014-06-14,3391
216,2015-02-18,7999
433,2013-10-07,8539
138,2013-10-15,6180
1099,2013-11-06,7911
727,2015-02-17,5386
1022,2014-03-17,10680
542,2013-07-24,4950
693,2013-01-28,4207
584,2015-07-15,5020
949,2015-07-16,5767
70,2013-04-15,4954
287,2014-01-07,10057
210,2013-02-02,3113
858,2014-03-11,3803
524,2013-04-11,8320
220,2013-02-08,5621
770,2015-03-23,5355
521,2015-04-24,3945
1047,2015-02-13,4359
486,2013-07-19,4741
316,2014-01-02,8525
258,2013-12-19,7864
937,2015-04-15,8154
257,2013-11-18,7807
142,2014-12-12,5118
195,2014-03-08,9423
343,2014-06-02,10546
627,2014-06-06,6957
562,2014-12-13,18328
573,2013-08-26,4936
747,2015-01-13,8726
200,2013-12-10,7496
477,2013-01-21,6824
389,2014-12-09,10782
931,2013-07-11,3988
741,2014-08-09,6950
684,2014-02-22,7080
969,2015-02-09,3009
344,2015-04-29,11820
1028,2014-09-12,3735
948,2014-12-23,10571
255,2014-11-11,6891
107,2014-04-24,6057
725,2013-06-20,5965
36,2014-02-17,11198
345,2013-01-24,4387
43,2014-07-09,4704
889,2013-04-30,5687
891,2014-01-25,7299
289,2014-08-14,5128
235,2014-09-16,6665
497,2014-07-30,10992
1,2014-04-24,3981
83,2013-10-18,3017
314,2014-02-27,4282
773,2013-07-06,5215
564,2013-02-09,4633
638,2015-06-06,5674
177,2014-11-14,4291
289,2013-03-30,7751
117,2014-05-07,4882
510,2013-06-25,6667
227,2014-09-26,4853
1075,2014-05-26,10815
769,2013-12-09,11427
686,2013-10-14,5587
975,2014-02-11,6064
530,2013-04-13,3658
286,2013-03-20,4722
665,2014-07-26,5966
439,2014-09-18,7658
218,2013-11-20,5998
624,2013-02-28,6368
193,2015-07-10,4931
312,2013-06-12,4083
675,2014-05-06,5104
966,2013-09-28,4007
70,2014-02-03,10010
587,2015-07-24,7593
672,2014-09-29,11200
295,2015-07-03,6201
436,2013-12-23,10068
231,2013-05-31,6121
406,2013-09-13,6251
943,2013-10-10,7087
964,2013-12-18,16150
221,2014-06-12,4888
1088,2014-12-24,3910
326,2014-08-01,5545
951,2014-03-01,7366
317,2013-07-09,4293
359,2014-09-30,8547
909,2013-09-16,8359
870,2013-02-12,5972
968,2014-12-09,7380
653,2014-02-14,5320
272,2013-04-27,3462
672,2013-10-19,9771
106,2015-07-20,7679
1115,2015-04-02,8773
851,2015-02-04,5737
984,2014-01-28,4716
688,2015-07-27,4597
412,2014-05-27,6404
867,2013-07-15,6022
1017,2013-01-02,7498
1063,2015-02-19,4701
1007,2015-04-24,5945
635,2013-07-02,8798
761,2015-07-04,7538
1001,2015-03-26,4305
947,2013-01-18,7383
597,2014-05-13,4621
588,2013-12-05,7392
72,2014-02-04,5873
491,2013-12-16,12277
322,2014-07-14,8098
235,2014-08-26,3776
481,2013-07-06,3716
350,2014-02-03,9557
677,2013-02-28,6672
933,2014-05-24,4901
370,2013-08-28,7395
193,2014-03-25,4131
1058,2013-01-05,4598
751,2015-06-11,3842
828,2015-02-05,5676
1085,2015-03-20,7755
544,2013-11-18,21785
165,2013-11-20,4462
359,2015-05-11,5595
400,2015-02-04,10604
188,2015-07-11,4290
592,2014-03-27,4435
694,2014-06-14,7840
458,2014-02-13,5687
293,2014-08-29,6155
1099,2015-05-30,7980
767,2014-11-08,3425
312,2015-05-11,4368
193,2014-04-05,4923
101,2014-11-17,6680
147,2013-11-25,7616
359,2015-05-12,5438
4,2013-10-24,8386
568,2014-03-18,4431
896,2013-03-26,7963
846,2013-09-14,5709
752,2013-11-18,7699
862,2013-08-08,8656
917,2014-04-07,5704
625,2015-05-05,7414
126,2013-04-17,4752
141,2014-03-28,4984
735,2013-04-18,3554
65,2014-12-05,7368
391,2014-02-04,8268
657,2015-03-12,5049
397,2013-10-29,4669
701,2015-07-22,4419
803,2015-02-09,4229
373,2013-08-15,3533
563,2015-03-03,6491
848,2013-02-14,5040
728,2014-01-23,5348
285,2015-04-22,4197
163,2015-04-04,7313
260,2013-01-28,5683
272,2013-08-22,4780
525,2015-07-17,9883
1114,2015-03-10,17115
503,2014-04-08,4313
349,2013-08-22,6174
662,2015-07-02,9777
24,2015-05-06,10602
335,2015-06-07,8113
120,2015-04-23,5467
545,2013-02-19,11352
659,2015-05-06,6652
811,2014-08-23,3592
249,2014-12-09,4892
138,2013-04-18,6321
394,2013-03-21,7844
916,2014-05-03,5825
173,2014-03-19,8217
95,2013-04-13,5036
575,2015-01-30,6444
506,2013-08-03,6166
947,2013-07-18,8662
969,2015-06-09,3609
1012,2013-01-24,5915
131,2013-07-03,5816
749,2013-01-17,4061
208,2015-07-18,2877
1029,2013-05-28,7764
258,2013-05-14,5745
614,2014-11-12,6953
552,2013-10-05,3416
288,2014-03-22,4133
389,2013-10-16,8480
74,2014-02-04,8146
627,2014-04-28,8132
1069,2014-08-23,3715
284,2015-03-06,5765
899,2014-01-28,4177
283,2013-09-17,5630
412,2014-05-03,9146
50,2015-04-28,4750
3,2013-07-29,10358
74,2015-05-20,6644
131,2013-02-20,5506
741,2013-07-17,8086
397,2014-05-17,4699
537,2015-02-20,5978
495,2015-04-02,6372
159,2015-04-09,6032
287,2015-03-18,8287
559,2015-05-12,5113
307,2013-04-26,3119
523,2014-05-10,13766
705,2015-01-02,7892
390,2015-04-25,9760
328,2014-06-17,5476
872,2014-04-05,7732
856,2014-09-27,6047
592,2013-05-27,6168
773,2014-10-31,6271
126,2014-04-02,7169
238,2014-09-22,7659
753,2014-07-15,9535
616,2015-03-18,8790
96,2014-05-14,4169
222,2014-04-07,4733
929,2015-01-07,6318
995,2014-09-06,6984
672,2013-09-05,7698
62,2014-06-13,6145
492,2014-04-30,11875
505,2013-03-14,4011
593,2014-03-28,8704
9,2015-01-17,5604
1032,2013-07-12,8211
312,2014-10-04,4675
99,2013-11-30,5918
497,2013-12-28,8583
1036,2013-01-29,3602
954,2015-03-11,5464
1008,2013-06-12,4233
116,2014-10-22,6847
708,2013-10-15,3047
368,2015-03-02,15039
193,2013-05-13,8523
870,2014-09-09,5889
34,2014-01-30,7153
205,2014-12-27,7040
472,2013-05-28,6056
595,2014-11-01,14791
211,2013-10-08,14618
5,2013-11-30,2720
344,2015-03-09,7864
136,2015-02-24,3376
591,2013-11-02,5285
840,2013-03-20,8176
977,2014-02-06,5414
951,2014-10-04,7324
973,2014-04-22,5272
147,2014-04-02,9502
330,2013-10-16,3076
839,2013-11-11,4838
150,2013-06-08,7245
627,2013-08-14,6523
710,2013-10-29,3138
908,2015-04-10,3330
961,2013-02-01,6155
1094,2013-03-08,4392
1046,2014-01-25,4708
296,2013-08-31,5399
684,2013-10-04,7145
862,2013-08-03,7899
837,2014-08-30,2033
936,2013-09-03,6032
27,2015-02-03,11921
847,2015-02-27,6944
863,2015-04-10,7859
1047,2014-10-30,4598
331,2013-10-23,6457
127,2014-03-20,5711
652,2013-01-28,4653
421,2014-09-20,8171
368,2014-04-19,9458
184,2014-09-09,5132
249,2015-05-27,4537
279,2014-01-02,6542
1019,2013-01-09,9145
35,2013-02-13,6058
510,2015-06-20,5494
159,2013-05-21,6295
307,2014-05-14,2173
517,2014-06-02,9529
174,2014-05-19,6595
22,2014-04-12,3724
719,2013-04-09,4007
624,2013-11-16,4840
105,2015-05-12,4422
525,2013-08-16,10799
545,2014-02-24,8207
154,2013-11-06,8850
866,2014-10-06,8903
228,2013-01-26,6303
793,2014-03-10,3392
181,2015-02-07,4123
524,2015-05-19,9499
440,2014-10-08,5530
798,2015-04-25,3285
949,2013-05-27,7733
1110,2015-02-27,4462
732,2013-03-24,1744
401,2013-12-12,7057
5,2013-09-28,1792
545,2014-02-05,11693
780,2013-10-01,7140
70,2014-08-27,4815
771,2013-05-23,5435
576,2013-03-07,7694
834,2015-05-13,5146
1059,2014-08-11,7714
600,2013-01-21,8633
362,2014-07-01,11324
186,2013-12-13,3598
961,2014-11-26,7305
134,2015-05-06,5184
162,2013-01-23,6733
1027,2013-07-31,18734
877,2013-07-16,7512
374,2013-01-22,7743
1104,2014-05-13,3870
338,2013-02-28,6347
114,2013-10-21,6761
213,2013-12-14,7992
465,2013-08-06,4776
156,2015-03-27,5147
780,2014-04-04,7658
75,2014-05-14,5048
703,2015-04-25,1983
220,2015-04-20,4466
431,2014-10-17,8137
878,2014-11-22,6640
691,2014-02-28,7763
915,2013-04-04,4401
588,2013-06-27,5027
255,2013-12-17,10052
1022,2014-01-23,7444
1099,2013-04-25,7349
472,2013-04-26,5650
694,2013-09-19,6192
978,2013-03-11,5914
249,2014-11-14,5872
838,2014-02-13,6193
812,2013-01-03,5649
556,2013-02-13,5658
410,2014-01-23,6494
886,2013-09-10,6808
795,2014-02-18,5062
319,2014-04-19,7902
772,2014-09-30,4545
206,2015-04-22,6017
664,2014-06-11,4348
662,2013-03-13,5909
38,2014-11-17,4723
471,2015-04-22,5193
429,2015-04-08,3940
113,2013-07-06,6229
459,2015-07-10,8071
663,2013-08-01,4882
533,2015-01-02,9410
312,2014-09-16,5888
537,2013-08-10,3822
574,2013-03-21,8029
64,2014-07-02,11268
854,2013-04-20,5962
645,2015-06-26,8500
336,2014-09-08,12695
201,2013-08-01,5663
930,2015-06-27,9328
518,2014-06-26,4378
697,2015-07-24,8312
702,2013-07-18,4249
954,2013-01-29,4885
1059,2013-07-30,11484
409,2014-08-28,4535
792,2015-07-25,4679
75,2014-12-18,8766
477,2014-01-17,5069
653,2013-09-02,5326
755,2015-01-28,10744
422,2013-08-26,4822
512,2014-03-09,6041
817,2013-10-07,26258
278,2014-07-11,6353
1084,2013-05-23,5151
715,2015-06-08,5740
1010,2013-10-12,7679
984,2014-08-11,5363
124,2014-07-14,5694
38,2013-01-12,5123
1028,2014-06-20,6058
962,2014-10-22,6593
321,2013-11-16,5454
134,2015-01-28,5031
711,2013-04-26,6816
308,2015-06-01,14298
196,2013-04-09,5922
459,2013-05-17,9810
1059,2013-08-09,7557
176,2014-06-18,6803
665,2014-05-23,9487
997,2015-05-26,4076
181,2013-12-05,8996
103,2015-05-23,3615
360,2015-02-13,6034
201,2014-01-03,4874
550,2015-07-02,5458
971,2015-04-08,6820
126,2015-02-03,8224
292,2013-10-05,3151
131,2014-09-20,4382
307,2014-02-03,4345
650,2013-07-26,5580
819,2014-08-19,6722
250,2014-04-09,6031
647,2014-04-12,5167
110,2013-08-10,3883
185,2013-01-03,5330
774,2014-11-22,4894
562,2014-08-03,23721
1010,2015-07-03,8925
940,2013-08-23,6156
987,2014-04-07,6453
268,2013-09-07,3983
961,2013-04-08,7752
261,2015-05-27,8780
981,2015-04-09,5764
397,2013-07-06,4444
617,2013-02-12,4344
326,2014-06-12,4143
681,2014-08-22,3636
459,2015-07-21,7474
697,2013-07-18,10771
198,2014-08-04,4915
24,2013-01-25,8869
124,2014-08-20,4509
656,2014-09-03,3204
40,2013-03-12,2714
358,2015-06-15,14650
13,2013-11-29,4713
1012,2015-04-13,7832
195,2014-01-06,15340
220,2013-06-14,4482
826,2013-02-28,7798
194,2014-04-19,5255
441,2013-09-26,6219
695,2013-12-06,6226
517,2015-04-30,8507
75,2014-11-26,6880
138,2014-07-16,8497
744,2014-01-21,7837
636,2013-02-08,6172
89,2013-06-27,5067
187,2015-01-17,5142
44,2013-01-05,4429
122,2014-06-12,6132
214,2013-01-14,5908
789,2014-02-28,3433
807,2013-09-26,9205
533,2014-01-08,10475
397,2015-06-06,4722
1050,2014-08-12,4932
1018,2015-07-27,14919
1115,2013-01-24,5213
310,2014-01-18,7558
508,2013-08-24,4527
666,2013-08-05,5865
210,2014-04-26,2703
792,2014-04-22,5900
235,2013-08-27,6578
1060,2014-10-24,7517
33,2015-04-08,6910
390,2015-04-02,14088
252,2015-07-23,7290
1076,2013-12-27,3652
889,2013-11-02,3238
249,2015-03-11,4140
1055,2013-07-24,6149
70,2014-02-15,5641
184,2013-02-25,4628
1048,2015-01-30,8259
193,2013-01-18,4260
216,2014-02-28,7874
45,2013-04-22,6101
169,2013-08-01,8521
740,2015-04-02,8821
289,2013-11-06,6574
342,2015-05-11,8621
258,2014-05-10,4192
102,2014-03-10,6419
6,2015-04-23,4246
167,2015-07-28,11652
877,2013-12-19,10462
504,2014-03-31,11027
866,2014-07-03,6959
16,2013-07-27,5218
103,2015-04-29,4827
44,2013-07-05,6174
716,2015-03-26,4095
398,2013-06-03,7277
295,2014-10-01,6327
604,2013-09-19,5481
394,2014-06-14,7895
922,2013-08-15,7595
1085,2014-09-05,8289
137,2013-09-04,6741
711,2014-06-20,7711
982,2013-12-06,7894
949,2015-01-13,6202
774,2014-04-28,7689
228,2014-04-26,6872
626,2014-06-12,7355
731,2013-04-18,7347
1005,2013-08-29,7210
752,2013-07-10,3852
411,2014-06-27,7458
779,2014-07-01,10462
509,2013-07-13,3547
981,2014-04-03,7784
29,2013-01-21,8056
474,2014-02-28,7621
1044,2015-01-30,8182
576,2015-03-24,5321
673,2013-10-07,8994
182,2014-10-20,6394
937,2014-10-06,9286
297,2013-10-10,7229
227,2014-12-08,5630
153,2014-12-29,7370
440,2014-01-20,6726
1113,2014-10-29,5596
1093,2013-01-19,7447
222,2015-04-28,6376
297,2014-09-20,5089
716,2013-02-02,5393
549,2013-03-20,4630
74,2013-11-15,5637
33,2013-04-22,10232
1050,2014-03-18,7228
911,2014-05-22,9736
26,2013-02-14,5065
778,2015-02-20,6358
595,2014-10-24,13784
628,2015-07-03,7609
224,2014-11-03,9478
376,2013-10-09,9314
371,2014-12-09,5636
34,2013-07-09,6369
27,2013-11-04,13728
403,2013-06-28,7313
266,2014-06-20,4659
673,2013-07-18,6877
563,2015-04-18,5479
331,2014-12-09,6541
529,2015-06-30,10371
819,2015-06-19,6745
430,2013-07-17,8477
975,2014-01-15,5733
806,2013-09-24,7228
752,2015-03-23,3880
1103,2013-10-25,4799
826,2014-11-04,10015
320,2015-07-27,18505
253,2014-05-24,4032
610,2015-07-23,3247
265,2014-12-22,8083
640,2014-07-22,8251
108,2014-02-20,10414
688,2013-01-05,1495
5,2015-05-08,5346
610,2014-11-10,6061
18,2015-04-10,5836
497,2015-06-03,10681
50,2013-04-15,2511
954,2014-06-30,12779
93,2014-05-13,5106
326,2014-01-07,5737
836,2013-08-08,4895
660,2013-04-25,4698
150,2014-05-13,6477
542,2013-08-28,6531
821,2014-07-23,5630
171,2015-03-19,8777
925,2013-08-29,8009
734,2014-01-23,6184
890,2013-10-21,6607
391,2015-04-28,7670
681,2013-08-06,3450
1035,2013-07-23,4200
357,2014-01-23,7917
731,2015-02-20,9821
657,2014-07-29,7647
508,2015-05-21,6853
1040,2015-05-11,7192
154,2014-12-27,5663
1111,2014-01-23,5780
1082,2015-03-06,7636
1106,2015-02-12,4274
67,2014-01-09,8581
15,2013-11-11,5434
116,2014-12-04,8418
1047,2014-04-28,7157
371,2013-06-06,6992
312,2014-11-12,5389
251,2013-04-24,18883
464,2014-11-22,11070
856,2014-07-29,7728
392,2014-09-16,8258
475,2013-12-12,7097
215,2013-12-02,9524
341,2014-10-14,4837
391,2014-09-09,5076
346,2013-10-15,5139
497,2013-03-02,8837
509,2013-02-12,4726
797,2013-08-20,2964
768,2015-06-02,16019
701,2013-08-03,4908
488,2014-05-02,5033
433,2014-01-14,4712
278,2014-08-29,7277
698,2013-10-02,14880
172,2013-11-25,7171
989,2015-06-06,4157
770,2014-03-18,7471
677,2015-05-05,7526
193,2015-03-03,7786
41,2015-01-05,7894
7,2015-04-27,11773
289,2014-01-15,4660
678,2015-02-03,9290
55,2014-05-12,4164
13,2015-05-02,5218
605,2013-07-19,7023
969,2014-04-17,4763
1080,2013-10-23,9020
947,2015-03-07,9279
398,2014-06-28,5383
368,2014-04-26,7606
80,2014-06-30,11779
155,2014-05-20,7746
349,2015-02-04,8629
49,2014-04-07,5433
857,2013-07-27,6873
41,2015-07-23,4310
1034,2014-01-29,5245
1111,2014-03-29,3734
908,2015-04-16,5085
681,2014-09-26,2871
492,2015-03-20,8388
704,2015-02-10,8891
486,2013-08-26,5945
684,2015-06-30,10616
626,2015-01-21,6485
460,2014-07-11,3425
722,2014-02-13,8545
71,2014-09-30,12009
1067,2013-03-11,4404
665,2015-03-10,6955
721,2015-07-21,5745
1073,2013-02-11,6289
1099,2014-11-12,7693
1062,2013-06-06,6403
870,2013-09-12,6992
119,2015-03-31,7699
647,2015-03-02,8553
764,2014-02-17,4896
247,2013-07-10,5601
478,2013-11-18,9637
67,2013-06-18,8555
163,2014-01-03,7219
601,2013-12-11,4149
160,2013-10-05,5051
348,2013-12-11,7795
936,2015-07-23,5529
219,2013-10-21,4351
266,2014-10-23,4411
262,2013-01-24,18515
947,2014-01-08,9720
236,2014-07-04,7985
844,2013-08-22,2956
130,2014-03-11,4349
670,2015-01-03,5515
1037,2015-01-23,5590
1084,2014-06-04,6844
182,2015-04-27,6196
78,2013-05-07,3716
25,2015-02-13,9987
761,2013-01-07,11622
116,2013-02-14,5848
131,2015-01-26,6176
22,2013-01-04,3982
876,2013-05-25,2830
1064,2013-07-19,10012
330,2013-05-07,3489
516,2013-09-25,6119
96,2013-05-10,4842
393,2015-03-26,4329
558,2013-11-19,3805
615,2015-04-20,8319
656,2014-11-27,3499
1018,2014-03-19,11536
883,2014-07-17,5308
653,2013-05-16,6112
479,2014-01-04,9076
365,2014-04-19,6020
26,2015-05-28,5883
272,2014-12-22,11066
111,2014-09-02,7626
1060,2013-10-09,7902
269,2015-02-06,10476
383,2014-12-05,21809
31,2015-06-20,5247
284,2015-04-13,7049
45,2014-12-31,3281
200,2013-08-12,9910
771,2014-01-10,7236
404,2015-03-05,5898
638,2013-10-31,5541
602,2014-02-06,6806
476,2014-06-20,6354
465,2014-11-06,7385
78,2015-04-02,5497
834,2014-12-22,9567
849,2013-06-20,8003
956,2014-11-11,5117
467,2014-12-09,12697
1073,2014-10-07,8247
117,2013-07-10,3430
629,2013-10-18,6643
1020,2015-06-23,7490
716,2014-05-27,4292
416,2014-10-25,8869
477,2013-08-14,6774
727,2013-02-28,3984
937,2014-08-07,7240
494,2013-08-06,7025
417,2013-06-04,8658
214,2014-04-28,12410
443,2013-11-04,7252
110,2013-11-04,5921
372,2013-01-03,6553
466,2014-10-18,4137
246,2014-07-30,8498
292,2013-11-15,5272
483,2013-05-07,5543
918,2015-05-07,6023
21,2013-06-25,3654
975,2015-04-30,10046
570,2014-11-15,3559
46,2014-03-19,5769
391,2015-01-19,4856
612,2013-10-15,4231
113,2013-02-21,7131
156,2015-01-29,8193
404,2013-04-08,6669
1056,2013-01-26,2853
53,2013-05-21,4650
1104,2014-05-07,4880
248,2013-02-02,8574
840,2014-09-13,5621
1089,2014-03-31,14509
567,2013-10-29,4333
526,2013-06-08,7750
300,2014-08-04,9134
959,2013-02-01,6873
471,2014-05-10,6671
819,2014-10-11,5370
2,2013-12-10,5152
956,2013-08-12,6599
178,2015-04-24,7945
923,2014-09-08,4846
234,2014-06-20,12756
923,2013-01-09,5306
764,2014-09-05,4280
1086,2014-12-31,2795
126,2013-07-17,7482
303,2013-05-25,4314
950,2014-04-02,6340
431,2013-03-23,8048
746,2014-12-10,5336
949,2013-05-06,4583
392,2013-04-08,10629
511,2013-09-19,4638
1062,2014-01-31,6035
526,2013-11-27,10618
148,2015-06-01,11838
675,2015-03-25,2853
931,2014-05-02,5565
689,2014-07-22,5531
378,2013-08-28,7115
229,2014-08-11,6660
129,2013-09-27,9857
1047,2014-05-21,5022
